Date,Close_NVDA,High_NVDA,Low_NVDA,Open_NVDA,Volume_NVDA
2010-01-04,0.4238542318344116,0.4268342804729633,0.4151433309397449,0.424312694549529,800204000
2010-01-05,0.430043488740921,0.4346281696354559,0.42224951482409945,0.42224951482409945,728648000
2010-01-06,0.4327943027019501,0.4337112279731866,0.4256880362058764,0.42981425458014966,649168000
2010-01-07,0.42431268095970154,0.4323359011881551,0.4211034147298067,0.4305020230595617,547792000
2010-01-08,0.42522960901260376,0.4282096573827874,0.4183525869245754,0.4208741452940718,478168000
2010-01-11,0.4192696213722229,0.4293559394553836,0.41330952308095237,0.4275220609560031,556612000
2010-01-12,0.4050569534301758,0.41468480562862764,0.3963460538504053,0.41308017270450403,627432000
2010-01-13,0.4105585515499115,0.41193396669520277,0.3919905837227428,0.40780774858618163,508868000
2010-01-14,0.40414002537727356,0.4084954614739751,0.39726300375499446,0.4055154406324713,608524000
2010-01-15,0.3922198414802551,0.40459849707345846,0.38694745265316044,0.4011599861853779,818192000
2010-01-19,0.3995552957057953,0.40207685359787115,0.3880935670690039,0.3892397371999979,545328000
2010-01-20,0.397950679063797,0.3995553392836836,0.38923977965280976,0.39451216829579056,719728000
2010-01-21,0.39084455370903015,0.4048278458357343,0.38717679689082046,0.3977215772480264,608632000
2010-01-22,0.3773195743560791,0.39336595623477827,0.3750272340876935,0.3862596904720423,1067916000
2010-01-25,0.3837381899356842,0.391073674425686,0.3807581416759428,0.3835089449438366,643676000
2010-01-26,0.37158891558647156,0.3844260386497054,0.3713596705105023,0.38190445212150625,714636000
2010-01-27,0.38167503476142883,0.38305044994266507,0.3672332846658617,0.3713595028827171,812504000
2010-01-28,0.3688378930091858,0.3860304723259778,0.3635655049335671,0.38465505723604193,687764000
2010-01-29,0.35279160737991333,0.3770904317508895,0.3472899728463868,0.3729642126824594,774700000
2010-02-01,0.3798412084579468,0.3805289161417989,0.351186922027727,0.35416697043984813,949832000
2010-02-02,0.3837381899356842,0.38855211614963997,0.37731963075936176,0.37846580106488875,849812000
2010-02-03,0.3869475722312927,0.3885522330031018,0.3784659148849845,0.38029979339072073,562296000
2010-02-04,0.3644825220108032,0.383508955049268,0.3603563033368093,0.383508955049268,783480000
2010-02-05,0.37181803584098816,0.3727349885775649,0.35760550070234576,0.3640240878778075,604856000
2010-02-08,0.3711303472518921,0.38007049342836924,0.36379486161542923,0.3706718845233994,445160000
2010-02-09,0.3681502938270569,0.37892431810683713,0.364482564719073,0.3770904398894154,930144000
2010-02-10,0.37525659799575806,0.37869510973868953,0.36792111174287667,0.3704426979517713,535828000
2010-02-11,0.3924490809440613,0.39657529941702707,0.3784657925986924,0.3812165958050513,695980000
2010-02-12,0.3977214992046356,0.4057446917591038,0.38534284286734194,0.38969830665016747,780212000
2010-02-16,0.4050569534301758,0.40666161368115444,0.39817993176091304,0.40299385786013897,457024000
2010-02-17,0.4089539349079132,0.41032932278064355,0.3972629876920101,0.41010010513194867,876560000
2010-02-18,0.38213351368904114,0.38855207213833326,0.3715887371418575,0.38648894942596124,1515508000
2010-02-19,0.3800705075263977,0.384655189635105,0.3782366292175426,0.38052897027189625,510548000
2010-02-22,0.380758136510849,0.38740594058883976,0.37823655094215336,0.38167506181209004,458084000
2010-02-23,0.37158891558647156,0.38350908567269404,0.36769191325618816,0.38190445212150625,489764000
2010-02-24,0.3793827295303345,0.3830504854692335,0.37365187795508964,0.3747980482701386,445868000
2010-02-25,0.3759441673755646,0.3768611198988136,0.3612731729452489,0.37067177917915195,576972000
2010-02-26,0.3713594973087311,0.3768611306242449,0.36906715692564684,0.3741103003030615,393396000
2010-03-01,0.38625985383987427,0.3880937322955883,0.3686088317732111,0.37158888084788844,555868000
2010-03-02,0.38603055477142334,0.3945122100992039,0.38327975133090764,0.3896983109100158,538648000
2010-03-03,0.3812166452407837,0.3903860086689557,0.3780073789716669,0.3883229128283604,399300000
2010-03-04,0.3819044232368469,0.385801397945524,0.37709049562051067,0.3828213488176426,557396000
2010-03-05,0.39359524846076965,0.3963460516478169,0.37915349757020306,0.37915349757020306,632832000
2010-03-08,0.387864351272583,0.3949706170490819,0.38625969122012405,0.39382444691266927,439312000
2010-03-09,0.4023061990737915,0.40620317302748665,0.39153217528900264,0.3917614203032205,830832000
2010-03-10,0.40322306752204895,0.40757853088897444,0.40093072701109483,0.401159971992932,418520000
